OBJECTID	FOD_ID	FPA_ID	SOURCE_SYSTEM_TYPE	SOURCE_SYSTEM	NWCG_REPORTING_AGENCY	NWCG_REPORTING_UNIT_ID	NWCG_REPORTING_UNIT_NAME	SOURCE_REPORTING_UNIT	SOURCE_REPORTING_UNIT_NAME	LOCAL_FIRE_REPORT_ID	LOCAL_INCIDENT_ID	FIRE_CODE	FIRE_NAME	ICS_209_INCIDENT_NUMBER	ICS_209_NAME	MTBS_ID	MTBS_FIRE_NAME	COMPLEX_NAME	FIRE_YEAR	DISCOVERY_DATE	DISCOVERY_DOY	DISCOVERY_TIME	STAT_CAUSE_CODE	STAT_CAUSE_DESCR	CONT_DATE	CONT_DOY	CONT_TIME	FIRE_SIZE	FIRE_SIZE_CLASS	LATITUDE	LONGITUDE	OWNER_CODE	OWNER_DESCR	STATE	COUNTY	FIPS_CODE	FIPS_NAME	Shape
1772099	300117678	SFO-2014LADAF 97152	NONFED	ST-NASF	ST/C&L	USLALAS	Louisiana Office of Forestry	LADAF 	Louisiana Department of Agriculture and Forestry		97152								2014	2456677.5	20	1900	7	Arson				1.56	B	31.95018	-92.75947	8	PRIVATE	LA	Winn	127	Winn	
1772105	300117684	SFO-2014LADAF 96832	NONFED	ST-NASF	ST/C&L	USLALAS	Louisiana Office of Forestry	LADAF 	Louisiana Department of Agriculture and Forestry		96832								2014	2456668.5	11	1905	7	Arson				3.26	B	31.00344	-92.59855	15	UNDEFINED FEDERAL	LA	Rapides-2	079	Rapides	
1772109	300117688	SFO-2014LADAF 96839	NONFED	ST-NASF	ST/C&L	USLALAS	Louisiana Office of Forestry	LADAF 	Louisiana Department of Agriculture and Forestry		96839								2014	2456665.5	8	1920	7	Arson				16.07	C	30.85399	-92.9188	8	PRIVATE	LA	Allen	003	Allen	
1772116	300117695	SFO-2014LADAF 96982	NONFED	ST-NASF	ST/C&L	USLALAS	Louisiana Office of Forestry	LADAF 	Louisiana Department of Agriculture and Forestry		96982								2014	2456676.5	19	2140	7	Arson				0.25	A	30.7542	-93.5308	8	PRIVATE	LA	Beauregard	011	Beauregard	
1772132	300117711	SFO-2014TXLFDX489799	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		489799		WALT MALONE						2014	2456660.5	3		7	Arson				1	B	31.4348314	-94.8397032	14	MISSING/NOT SPECIFIED	TX	Angelina	005	Angelina	
1772165	300117746	SFO-2014TXLFDX508691	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		508691		MOBEETIE BF						2014	2456674.5	17		7	Arson				0.25	A	29.412857	-98.713366	14	MISSING/NOT SPECIFIED	TX	Bexar	029	Bexar	
1772196	300117779	SFO-2014TXLFDX503318	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		503318		10551 FM 20						2014	2456671.5	14		7	Arson				1	B	29.904056	-97.561855	14	MISSING/NOT SPECIFIED	TX	Caldwell	055	Caldwell	
1772203	300117787	SFO-2014TXLFDX491602	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		491602		CR 2212						2014	2456661.5	4		7	Arson				0.25	A	33.0284055	-95.0005346	14	MISSING/NOT SPECIFIED	TX	Camp	063	Camp	
1772205	300117789	SFO-2014VAVAS CRL14002	NONFED	ST-NASF	ST/C&L	USVAVAS	Virginia Department of Forestry	VAVAS 	Virginia Department of Forestry		CRL14002								2014	2456683.5	26		7	Arson				1	B	36.83081944	-80.69455278	14	MISSING/NOT SPECIFIED	VA	Carroll	035	Carroll	
1772206	300117790	SFO-2014VAVAS CRL14003	NONFED	ST-NASF	ST/C&L	USVAVAS	Virginia Department of Forestry	VAVAS 	Virginia Department of Forestry		CRL14003								2014	2456684.5	27		7	Arson				0.1	A	36.83127222	-80.69465278	14	MISSING/NOT SPECIFIED	VA	Carroll	035	Carroll	
1772213	300117799	SFO-2014TXLFDX490267	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		490267		DUNBAR, 14-0648						2014	2456686.5	29		7	Arson				0.1	A	29.699063	-98.0849089	14	MISSING/NOT SPECIFIED	TX	Comal	091	Comal	
1772215	300117801	SFO-2014TXLFDX493530	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		493530		BALTHROP GRASS						2014	2456675.5	18		7	Arson				2	B	33.6614763	-97.3764056	14	MISSING/NOT SPECIFIED	TX	Cooke	097	Cooke	
1772219	300117805	SFO-2014TXLFDX548599	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		548599		GARLAND RD 1/5/14						2014	2456662.5	5		7	Arson				0.04	A	32.8499089	-96.687219	14	MISSING/NOT SPECIFIED	TX	Dallas	113	Dallas	
1772220	300117806	SFO-2014TXLFDX548603	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		548603		C F HAWN 1/6/14						2014	2456663.5	6		7	Arson				0.5	B	32.6735028	-96.601391	14	MISSING/NOT SPECIFIED	TX	Dallas	113	Dallas	
1772221	300117807	SFO-2014TXLFDX548605	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		548605		SKILLMAN 1/6/14						2014	2456663.5	6		7	Arson				1	B	32.8716163	-96.7346863	14	MISSING/NOT SPECIFIED	TX	Dallas	113	Dallas	
1772222	300117808	SFO-2014TXLFDX548727	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		548727		WHEATLAND 1/11/14						2014	2456668.5	11		7	Arson				0.2	A	32.6479965	-96.836888	14	MISSING/NOT SPECIFIED	TX	Dallas	113	Dallas	
1772223	300117809	SFO-2014TXLFDX548743	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		548743		HATCHER 1/12/14						2014	2456669.5	12		7	Arson				0.12	A	32.7752454	-96.73808	14	MISSING/NOT SPECIFIED	TX	Dallas	113	Dallas	
1772235	300117821	SFO-2014TXLFDX493033	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		493033		GRASS FIRE FM 914						2014	2456673.5	16		7	Arson				10	C	31.990607	-98.192711	14	MISSING/NOT SPECIFIED	TX	Erath	143	Erath	
1772236	300117822	SFO-2014TXLFDX493038	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		493038		GRASS FIRE HWY 67 N						2014	2456676.5	19		7	Arson				1	B	32.191013	-98.127823	14	MISSING/NOT SPECIFIED	TX	Erath	143	Erath	
1772261	300117851	SFO-2014TXLFDX487496	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		487496		LAMAR						2014	2456659.5	2		7	Arson				0.5	B	33.6415272	-96.5817	14	MISSING/NOT SPECIFIED	TX	Grayson	181	Grayson	
1772273	300117863	SFO-2014TXLFDX518881	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		518881		20142						2014	2456674.5	17		7	Arson				0.5	B	30.3346074	-94.570639	14	MISSING/NOT SPECIFIED	TX	Hardin	199	Hardin	
1772275	300117866	SFO-2014TXLFDX495422	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		495422		10845 FM 3441						2014	2456673.5	16		7	Arson				1	B	32.123	-96.002483	14	MISSING/NOT SPECIFIED	TX	Henderson	213	Henderson	
1772280	300117871	SFO-2014TXLFDX487601	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		487601		RAWHA GRASS FIRE						2014	2456659.5	2		7	Arson				10	C	31.861873	-96.868248	14	MISSING/NOT SPECIFIED	TX	Hill	217	Hill	
1772284	300117875	SFO-2014TXLFDX500205	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		500205		FM 933						2014	2456684.5	27		7	Arson				0.01	A	31.980123	-97.333717	14	MISSING/NOT SPECIFIED	TX	Hill	217	Hill	
1772306	300117901	SFO-2014CACDFLAC000032	NONFED	ST-NASF	ST/C&L	USCALAC	Los Angeles County Fire Department	CALAC	Los Angeles County Fire Department		LAC000032								2014	2456672.5	15	1914	7	Arson				0.01	A	34.05409	-117.933617	14	MISSING/NOT SPECIFIED	CA	LOS ANGELES	037	Los Angeles	
1772310	300117906	SFO-2014VAVAS LEE14001	NONFED	ST-NASF	ST/C&L	USVAVAS	Virginia Department of Forestry	VAVAS 	Virginia Department of Forestry		LEE14001								2014	2456677.5	20		7	Arson				35	C	36.60361111	-83.00166667	14	MISSING/NOT SPECIFIED	VA	Lee	105	Lee	
1772333	300117929	SFO-2014CACDFMRN140031	NONFED	ST-NASF	ST/C&L	USCAMRN	Marin County Fire Department	CAMRN	Marin County Fire Department		MRN140031								2014	2456672.5	15	1649	7	Arson				1	B	38.017915	-122.549711	14	MISSING/NOT SPECIFIED	CA	MARIN	041	Marin	
1772343	300117940	SFO-2014TXLFDX498299	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		498299		US HWY 59						2014	2456683.5	26		7	Arson				0.25	A	30.121816	-95.23870897	14	MISSING/NOT SPECIFIED	TX	Montgomery	339	Montgomery	
1772358	300117958	SFO-2014TXLFDX490808	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		490808		COUNTY RD 69						2014	2456672.5	15		7	Arson				7	B	27.643517	-97.648659	14	MISSING/NOT SPECIFIED	TX	Nueces	355	Nueces	
1772374	300117974	SFO-2014TXLFDX510596	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		510596		2014-1244						2014	2456678.5	21		7	Arson				1	B	35.1802462	-101.8537648	14	MISSING/NOT SPECIFIED	TX	Randall	381	Randall	
1772375	300117975	SFO-2014TXLFDX495486	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		495486		2014031						2014	2456669.5	12		7	Arson				1	B	35.645311	-100.956974	14	MISSING/NOT SPECIFIED	TX	Roberts	393	Roberts	
1772390	300117993	SFO-2014CACDFBDU140029	NONFED	ST-NASF	ST/C&L	USCABDU	San Bernardino Unit	CABDU	CDF - San Bernardino Unit		BDU140029								2014	2456680.5	23	1733	7	Arson				0.11	A	34.059693	-117.70938	14	MISSING/NOT SPECIFIED	CA	SAN BERNARDINO	071	San Bernardino	
1772398	300118001	SFO-2014CACDFLNU000149	NONFED	ST-NASF	ST/C&L	USCALNU	Sonoma-Lake Napa Unit	CALNU	Sonoma-Lake Napa Unit		LNU000149								2014	2456677.5	20	1546	7	Arson				0.1	A	38.424085	-122.665454	14	MISSING/NOT SPECIFIED	CA	SONOMA	097	Sonoma	
1772418	300118021	SFO-2014TXLFDX493222	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		493222		RANE RD FIRE						2014	2456688.5	31		7	Arson				0.25	A	32.3896712	-95.25282299	14	MISSING/NOT SPECIFIED	TX	Smith	423	Smith	
1772420	300118023	SFO-2014TXLFDX495216	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		495216		GRASS FIRE 31 E						2014	2456659.5	2		7	Arson				0.5	B	32.3678543	-95.08609279	14	MISSING/NOT SPECIFIED	TX	Smith	423	Smith	
1772433	300118039	SFO-2014TXLFDX489928	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		489928		JEFFERIES						2014	2456668.5	11		7	Arson				20	C	32.534106	-98.716155	14	MISSING/NOT SPECIFIED	TX	Stephens	429	Stephens	
1772438	300118046	SFO-2014TXLFDX512891	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		512891		COWBOYS WAY						2014	2456660.5	3		7	Arson				1	B	32.744547	-97.089272	14	MISSING/NOT SPECIFIED	TX	Tarrant	439	Tarrant	
1772439	300118047	SFO-2014TXLFDX520929	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		520929		PANGOLIN						2014	2456675.5	18		7	Arson				0.1	A	32.960181	-97.256804	14	MISSING/NOT SPECIFIED	TX	Tarrant	439	Tarrant	
1772449	300118058	SFO-2014TXLFDX540889	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXLFDX	Local Fire Department		540889		CR 490 & OLD LAMESA						2014	2456683.5	26		7	Arson				100	D	33.108234	-102.202528	14	MISSING/NOT SPECIFIED	TX	Terry	445	Terry	
1772486	300118100	SFO-2014CACDFRRU000323	NONFED	ST-NASF	ST/C&L	USCARRU	Riverside Unit	CARRU	CDF - Riverside Unit		RRU000323								2014	2456658.5	1	1738	8	Children	2456658.5	1	1747	0.1	A	33.495633	-117.090717	14	MISSING/NOT SPECIFIED	CA	RIVERSIDE	065	Riverside	
1772487	300118101	SFO-2014CACDFLNU000078	NONFED	ST-NASF	ST/C&L	USCALNU	Sonoma-Lake Napa Unit	CALNU	Sonoma-Lake Napa Unit		LNU000078								2014	2456660.5	3	1735	8	Children	2456660.5	3	1753	0.1	A	38.817817	-122.556383	14	MISSING/NOT SPECIFIED	CA	LAKE	033	Lake	
1772488	300118102	SFO-2014GAGAS-FY2014-Crawford-021	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Crawford-021		FY2014-CRAWFORD-021						2014	2456661.5	4	1241	8	Children	2456661.5	4	1317	1.5	B	32.68528056	-83.80641667	8	PRIVATE	GA	Crawford            	079	Crawford	
1772489	300118104	SFO-2014CACDFTCU000137	NONFED	ST-NASF	ST/C&L	USCATCU	Tuolumne-Calaveras Unit	CATCU	Tuolumne-Calaveras Unit		TCU000137								2014	2456661.5	4	1756	8	Children	2456661.5	4	1830	0.3	B	38.256583	-120.362767	15	UNDEFINED FEDERAL	CA	CALAVERAS	009	Calaveras	
1772490	300118105	SFO-2014CACDFRRU002276	NONFED	ST-NASF	ST/C&L	USCARRU	Riverside Unit	CARRU	CDF - Riverside Unit		RRU002276								2014	2456663.5	6	1856	8	Children	2456663.5	6	1903	0.1	A	33.93985	-116.871417	14	MISSING/NOT SPECIFIED	CA	RIVERSIDE	065	Riverside	
1772491	300118106	SFO-2014OKOKS20001A	NONFED	ST-NASF	ST/C&L	USOKOKS	Oklahoma Division of Forestry	OKOKS	Oklahoma Division of Forestry		20001A								2014	2456663.5	6	1903	8	Children	2456663.5	6	1930	5	B	35.22442	-95.19238	8	PRIVATE	OK	31	061	Haskell	
1772492	300118107	SFO-2014FLFLS2014100009	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014100009		WATER OAK (55)						2014	2456665.5	8	1507	8	Children	2456665.5	8	1605	0.1	A	29.7616	-81.3023	8	PRIVATE	FL	St. Johns	109	St. Johns	
1772493	300118108	SFO-2014MSMFC33011	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33011		04520140112003						2014	2456669.5	12	1342	8	Children	2456669.5	12	1543	9	B	30.41965553	-89.3732308	8	PRIVATE	MS	HANCOCK	045	Hancock	
1772494	300118110	SFO-2014GAGAS-FY2014-Lowndes-007	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Lowndes-007		FY2014-LOWNDES-007						2014	2456672.5	15	1732	8	Children	2456672.5	15	1916	6	B	30.7775	-83.3175	8	PRIVATE	GA	Lowndes             	185	Lowndes	
1772495	300118111	SFO-2014NCNCSNCST-096-20140020	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-096-20140020		FLAMINGO FIRE						2014	2456674.5	17	1232	8	Children	2456674.5	17	1310	1	B	35.2929	-78.00951666	14	MISSING/NOT SPECIFIED	NC	Wayne	191	Wayne	
1772496	300118112	SFO-2014NCNCSNCST-031-20140004	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-031-20140004		HOBBY HORSE LANE FIRE						2014	2456674.5	17	1755	8	Children	2456674.5	17	1825	3	B	35.15346666	-77.89058333	14	MISSING/NOT SPECIFIED	NC	Duplin	061	Duplin	
1772497	300118113	SFO-2014NCNCSNCST-055-20140003	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-055-20140003		TENT SLEEPER FIRE						2014	2456674.5	17	1916	8	Children	2456674.5	17	1938	0.2	A	35.4468	-81.2789	14	MISSING/NOT SPECIFIED	NC	Lincoln	109	Lincoln	
1772498	300118114	SFO-2014SCSCS14WF0157	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0157								2014	2456675.5	18	0947	8	Children	2456675.5	18	1132	1	B	32.989452	-80.085335	8	PRIVATE	SC	Charleston County	019	Charleston	
1772499	300118115	SFO-2014SCSCS14NF0108	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14NF0108								2014	2456675.5	18	1135	8	Children	2456675.5	18	1246	1	B	33.837753	-81.095047	8	PRIVATE	SC	Lexington County	063	Lexington	
1772500	300118116	SFO-2014GAGAS-FY2014-Coffee-032	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Coffee-032		FY2014-COFFEE-032						2014	2456675.5	18	1327	8	Children	2456675.5	18	1400	1.5	B	31.42023056	-82.88191111	8	PRIVATE	GA	Coffee              	069	Coffee	
1772501	300118117	SFO-2014NCNCSNCST-055-20140004	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-055-20140004		CROSS STREET FIRE						2014	2456675.5	18	1402	8	Children	2456675.5	18	1404	0.2	A	35.468	-81.33028333	14	MISSING/NOT SPECIFIED	NC	Lincoln	109	Lincoln	
1772502	300118118	SFO-2014FLFLS2014150028	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014150028		JAYMAN (58)						2014	2456675.5	18	1355	8	Children	2456675.5	18	1430	0.3	B	27.0855	-82.2452	12	MUNICIPAL/LOCAL	FL	Sarasota	115	Sarasota	
1772503	300118120	SFO-2014CACDFCZU000336	NONFED	ST-NASF	ST/C&L	USCACZU	San Mateo-Santa Cruz Unit	CACZU	San Mateo-Santa Cruz Unit		CZU000336								2014	2456675.5	18	1426	8	Children	2456675.5	18	1516	2	B	37.400917	-122.40535	14	MISSING/NOT SPECIFIED	CA	SAN MATEO	081	San Mateo	
1772504	300118121	SFO-2014NCNCSNCST-049-20140015	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-049-20140015		WESTWINDS LOOP						2014	2456675.5	18	1555	8	Children	2456675.5	18	1600	0.1	A	35.8753775	-80.92475	14	MISSING/NOT SPECIFIED	NC	Iredell	097	Iredell	
1772505	300118122	SFO-2014TXTXS1952	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1952		7008						2014	2456675.5	18	1445	8	Children	2456675.5	18	1614	4	B	31.32441667	-94.67286667	14	MISSING/NOT SPECIFIED	TX	Angelina	005	Angelina	
1772506	300118124	SFO-2014AR-ARSSEB163194	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		SEB163194		SEB163194						2014	2456675.5	18	1416	8	Children	2456675.5	18	1645	6	B	35.10298	-94.4101	8	PRIVATE	AR	SEBASTIAN	131	Sebastian	
1772507	300118125	SFO-2014MSMFC51803	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		51803		09120140118012						2014	2456675.5	18	1439	8	Children	2456675.5	18	1657	52	C	31.15320952	-89.85146861	8	PRIVATE	MS	MARION	091	Marion	
1772508	300118127	SFO-2014MSMFC33110	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33110		10920140118019						2014	2456675.5	18	1606	8	Children	2456675.5	18	1724	1	B	30.56716547	-89.64030738	8	PRIVATE	MS	PEARL RIVER	109	Pearl River	
1772509	300118129	SFO-2014CACDFAEU001477	NONFED	ST-NASF	ST/C&L	USCAAEU	Amador-El Dorado Unit	CAAEU	Amador-El Dorado Unit		AEU001477								2014	2456675.5	18	2244	8	Children	2456675.5	18	2252	0.1	A	38.67865	-121.094233	14	MISSING/NOT SPECIFIED	CA	EL DORADO	017	El Dorado	
1772510	300118130	SFO-2014GAGAS-FY2014-Appling-009	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Appling-009		FY2014-APPLING-009						2014	2456676.5	19	1249	8	Children	2456676.5	19	1338	3.2	B	31.87417222	-82.19956389	8	PRIVATE	GA	Appling             	001	Appling	
1772511	300118131	SFO-2014NCNCSNCST-083-20140002	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-083-20140002		CREED ROAD						2014	2456676.5	19	1355	8	Children	2456676.5	19	1430	5	B	34.83066666	-79.38966666	14	MISSING/NOT SPECIFIED	NC	Scotland	165	Scotland	
1772512	300118132	SFO-2014MSMFC33145	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33145		13120140119012						2014	2456676.5	19	1350	8	Children	2456676.5	19	1504	1	B	30.84632403	-89.19039793	8	PRIVATE	MS	STONE	131	Stone	
1772513	300118134	SFO-2014GAGAS-FY2014-Bryan South-002	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Bryan South-002		FY2014-BRYAN SOUTH-002						2014	2456676.5	19	1444	8	Children	2456676.5	19	1530	0.6	B	31.91930278	-81.29683889	8	PRIVATE	GA	Bryan	029	Bryan	
1772514	300118135	SFO-2014MO-MOS93243	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93243								2014	2456676.5	19	1446	8	Children	2456676.5	19	1540	1	B	38.311	-91.23516667	14	MISSING/NOT SPECIFIED	MO	Franklin	071	Franklin	
1772515	300118136	SFO-2014NENFS17219	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		17219								2014	2456676.5	19	1527	8	Children	2456676.5	19	1546	1	B	40.73325	-96.54008	14	MISSING/NOT SPECIFIED	NE				
1772516	300118137	SFO-2014FLFLS2014170013	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014170013		FOUR COVE (36)						2014	2456676.5	19	1500	8	Children	2456676.5	19	1655	1	B	26.6177	-81.9337	8	PRIVATE	FL	Lee	071	Lee	
1772517	300118138	SFO-2014GAGAS-FY2014-Laurens-059	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Laurens-059		FY2014-LAURENS-059						2014	2456677.5	20	1125	8	Children	2456677.5	20	1144	1.07	B	32.55568611	-82.96638889	8	PRIVATE	GA	Laurens             	175	Laurens	
1772518	300118139	SFO-2014FLFLS2014010037	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014010037		GOODALE RD (17)						2014	2456677.5	20	1223	8	Children	2456677.5	20	1305	1.5	B	30.7991	-87.5289	14	MISSING/NOT SPECIFIED	FL	Escambia	033	Escambia	
1772519	300118140	SFO-2014FLFLS2014160033	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014160033		STARFRUIT (28)						2014	2456677.5	20	1340	8	Children	2456677.5	20	1419	0.1	A	27.2699	-81.4067	14	MISSING/NOT SPECIFIED	FL	Highlands	055	Highlands	
1772520	300118141	SFO-2014GAGAS-FY2014-Johnson-018	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Johnson-018		FY2014-JOHNSON-018						2014	2456677.5	20	1415	8	Children	2456677.5	20	1435	0.12	A	32.74436111	-82.63570278	8	PRIVATE	GA	Johnson             	167	Johnson	
1772521	300118142	SFO-2014FLFLS2014080005	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014080005		THE 156(42)						2014	2456677.5	20	1305	8	Children	2456677.5	20	1445	4	B	28.9975	-81.8796	8	PRIVATE	FL	Marion	083	Marion	
1772522	300118143	SFO-2014NCNCSNCST-041-20140003	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-041-20140003		RICE						2014	2456677.5	20	1428	8	Children	2456677.5	20	1446	0.1	A	36.22845	-79.94251666	14	MISSING/NOT SPECIFIED	NC	Guilford	081	Guilford	
1772523	300118144	SFO-2014GAGAS-FY2014-Bulloch-015	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Bulloch-015		FY2014-BULLOCH-015						2014	2456677.5	20	1440	8	Children	2456677.5	20	1505	2.75	B	32.50691389	-81.74354722	8	PRIVATE	GA	Bulloch             	031	Bulloch	
1772524	300118145	SFO-2014GAGAS-FY2014-Dodge-021	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Dodge-021		FY2014-DODGE-021						2014	2456677.5	20	1504	8	Children	2456677.5	20	1608	9.69	B	32.17961111	-83.17551667	8	PRIVATE	GA	Dodge               	091	Dodge	
1772525	300118146	SFO-2014GAGAS-FY2014-Paulding-006	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Paulding-006		FY2014-PAULDING-006						2014	2456677.5	20	1432	8	Children	2456677.5	20	1618	0.46	B	33.87730278	-84.78661389	8	PRIVATE	GA	Paulding            	223	Paulding	
1772526	300118147	SFO-2014SCSCS14NF0116	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14NF0116								2014	2456677.5	20	1544	8	Children	2456677.5	20	1625	2	B	34.758976	-82.705254	8	PRIVATE	SC	Pickens County	077	Pickens	
1772527	300118148	SFO-2014FLFLS2014120037	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014120037		DEER COMMAND (O5)						2014	2456677.5	20	1500	8	Children	2456677.5	20	1634	0.8	B	28.4632	-80.8133	8	PRIVATE	FL	Brevard	009	Brevard	
